Carrier_id,Carrier,Carrier classification,Cargo
5429,siganus punctatus,Fish,"['cardicola coeptus', 'cardicola covacinae', 'phthinomita ingramae']"
5430,siganus rivulatus,Fish,"['mycobacterium marinum', 'kudoa iwatai']"
5431,siganus virgatus,Fish,['phthinomita brooksi']
5432,siganus vulpinus,Fish,"['phthinomita hallae', 'cardicola coeptus', 'phthinomita jonesi']"
5433,sigesbeckia glabrescens,Higher Plants,"['siegesbeckia yellow vein guangxi virus', 'siegesbeckia yellow vein virus']"
5434,sigesbeckia orientalis,Higher Plants,"['siegesbeckia yellow vein virus', 'papaya leaf curl china virus', 'tomato yellow leaf curl china virus', 'bemisia tabaci']"
5435,sigmodon alstoni,Rodent,"['cano delgadito virus', 'pirital virus']"
5436,sigmodon fulviventer,Rodent,['hoplopleura arizonensis']
5437,sigmodon hispidus,Rodent,"['tamiami virus', 'angiostrongylus costaricensis', 'anaplasma phagocytophilum', 'borrelia burgdorferi', 'borrelia bissettii', 'litomosoides sigmodontis', 'hoplopleura hirsuta', 'black creek canal virus']"
5438,sillaginodes punctatus,Fish,['polylabris sillaginae']
5439,sillago ciliata,Fish,"['austroholorchis sprenti', 'kudoa ciliatae', 'cymothoa indica', 'kudoa yasunagai', 'ceratomyxa ernsti']"
5440,sillago maculata,Fish,['kudoa yasunagai']
5441,silurus asotus,Fish,"['clavinema parasiluri', 'paraproteocephalus parasiluri', 'camallanus cotti', 'gangesia parasiluri', 'edwardsiella tarda']"
5442,silurus glanis,Fish,"['ligula intestinalis', 'silurotaenia siluri', 'spring viraemia of carp virus', 'european catfish virus', 'thaparocleidus vistulensis', 'glanitaenia osculata', 'thaparocleidus siluri']"
5443,silurus meridionalis,Fish,['proteus vulgaris']
5444,silybum marianum,Higher Plants,['tomato yellow leaf curl virus']
5445,simulium bidentatum,Arthropod,['onchocerca dewittei']
5446,simulium damnosum,Arthropod,['onchocerca volvulus']
5447,simulium kilibanum,Arthropod,['onchocerca volvulus']
5448,simulium neavei,Arthropod,['onchocerca volvulus']
5449,simulium ornatum,Arthropod,['onchocerca gutturosa']
5450,simulium squamosum,Arthropod,['isomermis lairdi']
5451,simulium vittatum,Arthropod,['smittium culisetae']
5452,sinapis alba,Higher Plants,['plasmodiophora brassicae']
5453,sinapis arvensis,Higher Plants,"['watermelon chlorotic stunt virus', 'tomato yellow leaf curl virus']"
5454,siniperca chuatsi,Fish,"['aeromonas veronii', 'camallanus cotti', 'dollfustrema hefeiensis', 'vibrio cholerae', 'dollfustrema vaneyi', 'ancyrocephalus mogurndae', 'infectious spleen and kidney necrosis virus']"
5455,siniperca knerii,Fish,"['dollfustrema hefeiensis', 'dollfustrema vaneyi']"
5456,siniperca obscura,Fish,"['dollfustrema vaneyi', 'dollfustrema hefeiensis']"
5457,siniperca roulei,Fish,['dollfustrema vaneyi']
5458,siniperca scherzeri,Fish,"['dollfustrema vaneyi', 'dollfustrema hefeiensis']"
5459,sinonovacula constricta,Mollusca,['aeromonas caviae']
5460,sipha maydis,Arthropod,['adialytus ambiguus']
5461,siphamia versicolor,Fish,['photobacterium leiognathi']
5462,siraitia grosvenorii,Higher Plants,['ralstonia solanacearum']
5463,sirex edwardsii,Arthropod,['amylostereum areolatum']
5464,sirex nigricornis,Arthropod,['amylostereum chailletii']
5465,sirex noctilio,Arthropod,"['schlettererius cinctipes', 'amylostereum areolatum', 'deladenus siricidicola']"
5466,sisymbrium orientale,Higher Plants,['turnip mosaic virus']
5467,sitobion avenae,Arthropod,"['buchnera aphidicola', 'aphidius uzbekistanicus', 'pandora neoaphidis', 'entomophthora planchoniana', 'aphidius rhopalosiphi', 'conidiobolus obscurus']"
5468,sitobion miscanthi,Arthropod,"['wolbachia pipientis', 'buchnera aphidicola']"
5469,sitona discoideus,Arthropod,['cordyceps bassiana']
5470,sitta canadensis,Aves,['proctophyllodes canadensis']
5471,smallanthus sonchifolius,Higher Plants,"['colletotrichum gloeosporioides', 'nigrospora sphaerica']"
5472,sminthopsis dolichura,Mammal,['escherichia coli']
5473,smynthurodes betae,Arthropod,['serratia symbiotica']
5474,sogatella furcifera,Arthropod,"['bacillus pumilus', 'wolbachia pipientis', 'elenchus japonicus', 'bacillus cereus', 'bacillus thuringiensis']"
5475,solanum acaule,Higher Plants,['cherry leaf roll virus']
5476,solanum aculeatissimum,Higher Plants,['tomato yellow leaf curl china virus']
5477,solanum aethiopicum,Higher Plants,['tomato chlorotic spot virus']
5478,solanum americanum,Higher Plants,"['phytoseiulus longipes', 'phytoseiulus macropilis']"
5479,solanum betaceum,Higher Plants,"['tomato mild mottle virus', 'potato virus y', 'colletotrichum gloeosporioides', 'potato leafroll virus', 'potato virus a']"
5480,solanum carolinense,Higher Plants,['globodera tabacum']
5481,solanum cernuum,Higher Plants,['colletotrichum gloeosporioides']
5482,solanum chilense,Higher Plants,['pseudomonas syringae']
5483,solanum dulcamara,Higher Plants,"['ralstonia solanacearum', 'potato virus m']"
5484,solanum laxum,Higher Plants,"['cucumber mosaic virus', 'citrus exocortis viroid', 'tomato apical stunt viroid', 'potato spindle tuber viroid', 'chrysanthemum stunt viroid']"
5485,solanum lycopersicum,Higher Plants,"['proteus mirabilis', 'tomato leaf curl guangdong virus', 'chilli leaf curl virus', 'cucumber necrosis virus', 'tomato leaf curl guangxi virus', 'xanthomonas euvesicatoria', 'tomato leaf curl gujarat virus', 'tomato leaf curl hsinchu virus', 'tomato leaf curl joydebpur virus', 'peyronellaea glomerata', 'tomato yellow leaf curl virus', 'burkholderia tropica', 'tomato leaf curl karnataka virus', 'pepper huasteco yellow vein virus', 'pseudomonas viridiflava', 'tomato severe rugose virus', 'tomato leaf curl java virus', 'tomato leaf curl comoros virus', 'xanthomonas gardneri', 'tomato leaf curl china virus', 'tobacco curly shoot virus', 'tomato golden mottle virus', 'broad bean wilt virus 2', 'phoma herbarum', 'tomato torrado virus', 'chino del tomate virus', 'tomato infectious chlorosis virus', 'tomato leaf curl madagascar virus', 'tomato leaf curl arusha virus', 'tomato spotted wilt virus', 'clavibacter michiganensis', 'tomato leaf curl bangladesh virus', 'mexican papita viroid', 'serratia marcescens', 'burkholderia unamae', 'pepper mottle virus', 'tomato leaf curl bangalore virus', 'tomato leaf curl mali virus', 'tomato leaf curl mayotte virus', 'bemisia tabaci', 'tomato leaf curl sudan virus', 'tomato leaf curl taiwan virus', 'ralstonia solanacearum', 'tomato leaf curl uganda virus', 'tomato leaf curl vietnam virus', 'tomato leaf curl virus', 'tomato mild yellow leaf curl aragua virus', 'tomato leaf curl sri lanka virus', 'tomato mosaic leaf curl virus', 'bacillus pumilus', 'bacillus cereus', 'tomato yellow vein streak virus', 'watermelon silver mottle virus', 'meloidogyne javanica', 'trialeurodes vaporariorum', 'colletotrichum gloeosporioides', 'tomato yellow margin leaf curl virus', 'tomato leaf curl sinaloa virus', 'pseudomonas putida', 'pseudomonas chlororaphis', 'alfalfa mosaic virus', 'tomato severe leaf curl virus', 'pepper yellow leaf curl indonesia virus', 'potato virus x', 'fusarium incarnatum', 'meloidogyne incognita', 'tomato leaf curl new delhi virus', 'tomato mottle virus', 'frankliniella occidentalis', 'spinach latent virus', 'malva vein clearing virus', 'papaya leaf curl virus', 'tomato leaf curl philippines virus', 'tomato leaf curl seychelles virus', 'papaya leaf curl china virus', 'azotobacter vinelandii', 'pseudomonas syringae', 'pectobacterium carotovorum', 'pepper golden mosaic virus', 'tomato mosaic virus', 'leuconostoc mesenteroides', 'tomato yellow leaf curl kanchanaburi virus', 'pseudomonas aeruginosa', 'meloidogyne floridensis', 'tomato black ring virus', 'burkholderia xenovorans', 'liriomyza bryoniae', 'pseudomonas fluorescens', 'tomato apical stunt viroid', 'chilli veinal mottle virus', 'parietaria mottle virus', 'ageratum yellow vein hualian virus', 'contarinia maculipennis', 'aphis gossypii', 'tobacco mosaic virus', 'columnea latent viroid', 'olive latent virus 1', 'groundnut bud necrosis virus', 'liriomyza huidobrensis', 'liriomyza sativae', 'tomato yellow leaf curl sardinia virus', 'unidentified mollicute', 'pepino mosaic virus', 'abutilon mosaic virus', 'tomato yellow leaf curl thailand virus', 'fusarium proliferatum', 'tomato yellow leaf curl vietnam virus', 'citrus exocortis viroid', 'tomato bushy stunt virus', 'pantoea agglomerans', 'potato yellow mosaic virus', 'ageratum yellow vein virus', 'tomato golden mosaic virus', 'potato virus y', 'liriomyza trifolii', 'colletotrichum coccodes', 'streptomyces griseus', 'enterobacter cloacae', 'agrobacterium tumefaciens', 'serratia rubidaea', 'cucumber mosaic virus', 'tobacco leaf curl japan virus', 'potato spindle tuber viroid', 'pepper veinal mottle virus', 'phytomonas serpens', 'tobacco mild green mosaic virus', 'tomato yellow leaf curl china virus', 'tomato chlorosis virus', 'maritrema novaezealandensis', 'pelargonium zonate spot virus', 'moroccan pepper virus', 'tomato chlorotic spot virus', 'tomato chlorotic dwarf viroid', 'potato virus m', 'tomato yellow leaf curl guangdong virus', 'bacillus subtilis', 'nacobbus aberrans', 'ralstonia pickettii']"
5486,solanum mammosum,Higher Plants,['clavibacter michiganensis']
5487,solanum mauritianum,Higher Plants,['helicotylenchus brevis']
5488,solanum melongena,Higher Plants,"['fusarium proliferatum', 'neoseiulus californicus', 'fusarium verticillioides', 'pseudomonas stutzeri', 'unidentified mollicute', 'eggplant mottled crinkle virus', 'cucumber mosaic virus', 'tomato mosaic virus', 'ralstonia solanacearum', 'trialeurodes vaporariorum', 'eggplant latent viroid', 'groundnut bud necrosis virus', 'tetranychus urticae', 'pseudomonas aeruginosa', 'tomato spotted wilt virus', 'potato virus y', 'bacillus subtilis', 'tomato bushy stunt virus', 'lasiodiplodia theobromae', 'pseudomonas viridiflava', 'bacillus megaterium', 'tomato yellow leaf curl kanchanaburi virus', 'aleurodicus dispersus', 'tetranychus cinnabarinus', 'clavibacter michiganensis', 'aphis gossypii', 'gibellulopsis nigrescens', 'alternaria tenuissima', 'tobacco mosaic virus', 'leucinodes orbonalis', 'bemisia tabaci', 'tomato leaf curl new delhi virus']"
5489,solanum muricatum,Higher Plants,"['pepino mosaic virus', 'potato virus m', 'strawberry latent ringspot virus', 'potato spindle tuber viroid']"
5490,solanum nigrum,Higher Plants,"['bemisia tabaci', 'agrobacterium tumefaciens', 'tomato yellow leaf curl virus', 'aphis fabae', 'serratia marcescens', 'tomato torrado virus', 'pseudomonas oryzihabitans', 'pepper veinal mottle virus', 'microbacterium hydrocarbonoxydans', 'creontiades dilutus', 'serratia nematodiphila', 'potato virus y', 'tetranychus evansi', 'microbacterium foliorum', 'ralstonia solanacearum', 'tomato leaf curl new delhi virus', 'arthrobacter oxydans', 'acinetobacter calcoaceticus']"
5491,solanum palinacanthum,Higher Plants,['potato virus y']
5492,solanum phureja,Higher Plants,"['potato yellow vein virus', 'ralstonia solanacearum']"
5493,solanum physalifolium,Higher Plants,['meloidogyne fallax']
5494,solanum pseudocapsicum,Higher Plants,['tomato apical stunt viroid']
5495,solanum rostratum,Higher Plants,"['tomato golden mottle virus', 'pepper huasteco yellow vein virus']"
5496,solanum sessiliflorum,Higher Plants,['groundnut ringspot virus']
5497,solanum stramoniifolium,Higher Plants,['columnea latent viroid']
5498,solanum torvum,Higher Plants,['wild tomato mosaic virus']
5499,solanum tuberosum,Higher Plants,"['groundnut bud necrosis virus', 'lysobacter antibioticus', 'pseudomonas aeruginosa', 'paenibacillus polymyxa', 'paenibacillus peoriae', 'staphylococcus vitulinus', 'pratylenchus penetrans', 'dickeya dadantii', 'streptomyces aureofaciens', 'bacillus pumilus', 'cucumber mosaic virus', 'potato yellow vein virus', 'pseudomonas fragi', 'streptomyces acidiscabies', 'ditylenchus destructor', 'streptococcus thermophilus', 'potato virus y', 'paratrichodorus pachydermus', 'paratrichodorus minor', 'potato virus p', 'potato virus m', 'tobacco vein banding mosaic virus', 'liriomyza trifolii', 'meloidogyne chitwoodi', 'potato mop-top virus', 'potato black ringspot virus', 'alternaria tenuissima', 'potato leafroll virus', 'enterobacter amnigenus', 'clavibacter michiganensis', 'gibellulopsis nigrescens', 'tomato yellow leaf curl virus', 'serratia plymuthica', 'globodera rostochiensis', 'tomato yellow vein streak virus', 'erwinia chrysanthemi', 'globodera pallida', 'ralstonia solanacearum', 'fusarium falciforme', 'staphylococcus sciuri', 'phoma eupyrena', 'belonolaimus longicaudatus', 'potato virus s', 'bacillus anthracis', 'streptomyces griseus', 'tobacco rattle virus', 'potato aucuba mosaic virus', 'phthorimaea operculella', 'lysinibacillus fusiformis', 'potato virus a', 'tobacco mosaic virus', 'citrus exocortis viroid', 'potato spindle tuber viroid', 'bacillus subtilis', 'streptomyces scabiei', 'ferrisia malvastra', 'streptomyces lydicus', 'pseudomonas fluorescens', 'alternaria longipes', 'paratrichodorus hispanus', 'tomato spotted wilt virus', 'pseudomonas putida', 'colletotrichum dematium', 'pepper mottle virus', 'bacillus amyloliquefaciens', 'peyronellaea glomerata', 'tomato severe rugose virus', 'spongospora subterranea', 'alfalfa mosaic virus', 'pectobacterium betavasculorum', 'potato virus v', 'chaetomium funicola', 'tomato ringspot virus', 'pectobacterium atrosepticum', 'tomato mottle taino virus', 'tomato leaf curl new delhi virus', 'tomato mosaic virus', 'bacillus cereus', 'meloidogyne minor', 'colletotrichum gloeosporioides', 'bemisia tabaci', 'potato virus x', 'paenibacillus amylolyticus', 'bacillus weihenstephanensis', 'curvularia lunata', 'pectobacterium carotovorum', 'paratrichodorus divergens', 'colletotrichum coccodes', 'trichodorus beirensis', 'potato virus t', 'potato latent virus', 'paratrichodorus allius', 'trichodorus primitivus', 'trichodorus lusitanicus', 'pectobacterium wasabiae']"
5500,solanum viarum,Higher Plants,['bidens mottle virus']
5501,solanum villosum,Higher Plants,['tomato yellow leaf curl virus']
5502,solanum virginianum,Higher Plants,['stenotrophomonas maltophilia']
5503,solaster endeca,Others,['paramphithoe hystrix']
5504,solea senegalensis,Fish,"['photobacterium damselae', 'tenacibaculum soleae', 'lymphocystis disease virus 1', 'infectious pancreatic necrosis virus', 'tenacibaculum discolor']"
5505,solea solea,Fish,['entobdella soleae']
5506,solenopsis geminata,Arthropod,['kneallhazia solenopsae']
5507,solenopsis invicta,Arthropod,"['bacillus thuringiensis', 'staphylococcus hominis', 'staphylococcus epidermidis', 'bacillus cereus', 'bacillus pumilus', 'lactococcus garvieae', 'kluyvera cryocrescens', 'achromobacter xylosoxidans', 'kneallhazia solenopsae', 'serratia marcescens', 'bacillus subtilis', 'pseudomonas aeruginosa']"
5508,solenostemon scutellarioides,Higher Plants,"['coleus blumei viroid 1', 'coleus blumei viroid 2', 'coleus blumei viroid 3', 'tobacco etch virus']"
5509,solidago canadensis,Higher Plants,"['trirhabda canadensis', 'trirhabda virgata', 'asteromyia tumifica', 'asteromyia carbonifera', 'trirhabda convergens', 'rhopalomyia solidaginis', 'procecidochares atra', 'epiblema scudderiana', 'asteromyia modesta', 'gnorimoschema gallaesolidaginis', 'eurosta solidaginis', 'lygus lineolaris']"
5510,solidago fistulosa,Higher Plants,['asteromyia carbonifera']
5511,solidago flexicaulis,Higher Plants,['asteromyia modesta']
5512,solidago gigantea,Higher Plants,"['rhopalomyia solidaginis', 'rhopalomyia fusiformae', 'procecidochares atra', 'epiblema scudderiana', 'asteromyia modesta', 'eurosta solidaginis', 'trirhabda canadensis', 'gnorimoschema gallaesolidaginis', 'dasineura folliculi', 'asteromyia carbonifera', 'trirhabda convergens', 'trirhabda virgata']"
5513,solidago juncea,Higher Plants,['asteromyia carbonifera']
5514,solidago missouriensis,Higher Plants,['asteromyia carbonifera']
5515,solidago nemoralis,Higher Plants,['asteromyia carbonifera']
5516,solidago patula,Higher Plants,['asteromyia carbonifera']
5517,solidago rigida,Higher Plants,['asteromyia carbonifera']
5518,solidago rugosa,Higher Plants,"['dasineura folliculi', 'asteromyia carbonifera']"
5519,solidago ulmifolia,Higher Plants,['asteromyia carbonifera']
5520,solidago velutina,Higher Plants,['asteromyia carbonifera']
5521,somateria mollissima,Aves,"['profilicollis botulus', 'echinuria borealis', 'anaticola crassicornis', 'influenza a virus']"
5522,sonchus arvensis,Higher Plants,"['uroleucon sonchi', 'pseudomonas putida', 'alternanthera yellow vein virus', 'tomato leaf curl new delhi virus']"
5523,sonchus asper,Higher Plants,['tomato yellow leaf curl virus']
5524,sonchus oleraceus,Higher Plants,"['beet yellow stunt virus', 'lettuce big-vein associated virus', 'lettuce necrotic yellows virus', 'ageratum enation virus', 'ageratum yellow vein virus', 'mirafiori lettuce big-vein virus']"
5525,sonchus tenerrimus,Higher Plants,['tomato yellow leaf curl virus']
5526,sophora alopecuroides,Higher Plants,"['serratia nematodiphila', 'serratia marcescens', 'bacillus subtilis', 'sinorhizobium fredii', 'mesorhizobium tianshanense', 'phyllobacterium trifolii', 'bacillus atrophaeus', 'sinorhizobium meliloti', 'bacillus pumilus', 'bacillus mojavensis', 'mesorhizobium amorphae', 'mesorhizobium alhagi', 'rhizobium indigoferae', 'pseudomonas chlororaphis', 'bacillus cereus', 'bacillus licheniformis', 'agrobacterium tumefaciens', 'rhizobium giardinii']"
5527,sophora chathamica,Higher Plants,['rhizobium leguminosarum']
5528,sophora davidii,Higher Plants,['luteibacter yeojuensis']
5529,sophora flavescens,Higher Plants,['rhizobium leguminosarum']
5530,sophora japonica,Higher Plants,['lasiodiplodia theobromae']
5531,sophora microphylla,Higher Plants,['tobacco ringspot virus']
5532,sophora secundiflora,Higher Plants,['rhizobium gallicum']
5533,sorbus aucuparia,Higher Plants,"['pristiphora geniculata', 'bacillus pumilus', 'viridibacillus arvi', 'bacillus circulans', 'acinetobacter calcoaceticus', 'dysaphis sorbi', 'bacillus subtilis', 'cherry leaf roll virus', 'european mountain ash ringspot-associated virus', 'bacillus licheniformis', 'paenibacillus amylolyticus']"
5534,sorex araneus,Mammal,"['rubenstrema opisthovitellinum', 'rubenstrema exasperatum', 'ditestolepis tripartita', 'monocercus arionis', 'dobrava-belgrade virus', 'pseudobotrialepis globosoides', 'ditestolepis diaphana', 'neoglyphe sobolevi', 'pneumocystis carinii', 'neoglyphe locellus', 'neoskrjabinolepis schaldybini', 'staphylocystis furcata', 'soricinia infirma', 'soricimyxum fegati', 'urocystis prolifer', 'lineolepis scutigera', 'vigisolepis spinulosa', 'borrelia afzelii']"
5535,sorex caecutiens,Mammal,['spasskylepis ovaluteri']
5536,sorex cinereus,Mammal,['soboliphyme baturini']
5537,sorex minutus,Mammal,"['staphylocystoides stefanskii', 'pseudobotrialepis globosoides']"
5538,sorex roboratus,Mammal,['soboliphyme jamesoni']
5539,sorex tundrensis,Mammal,['soboliphyme jamesoni']
5540,sorex unguiculatus,Mammal,"['soboliphyme abei', 'soboliphyme baturini']"
5541,sorex vagrans,Mammal,['brachylecithum mosquensis']
5542,sorghum bicolor,Higher Plants,"['melanaphis sacchari', 'sorghum mosaic virus', 'peyronellaea glomerata', 'burkholderia vietnamiensis', 'polymyxa graminis', 'burkholderia tropica', 'fusarium proliferatum', 'maize dwarf mosaic virus', 'xanthomonas vasicola', 'maize stripe virus', 'schizaphis graminum', 'sesamia calamistis', 'mal de rio cuarto virus', 'curvularia lunata', 'pseudomonas syringae', 'pseudomonas putida', 'acidovorax avenae', 'pantoea agglomerans', 'pantoea ananatis', 'diabrotica virgifera', 'pseudomonas stutzeri']"
5543,sorghum halepense,Higher Plants,"['maize dwarf mosaic virus', 'sorghum phytoplasma', 'zea mosaic virus']"
5544,sorubim lima,Fish,['spatulifer maringaensis']
5545,sorubimichthys planiceps,Fish,"['nomimoscolex lenha', 'peltidocotyle rugosa', 'peltidocotyle lenha']"
5546,sotalia fluviatilis,Mammal,"['anisakis physeteris', 'anisakis typica']"
5547,sparidentex hasta,Fish,['benedenia acanthopagri']
5548,spartidium saharae,Higher Plants,['rhizobium leguminosarum']
5549,spartina alterniflora,Higher Plants,"['arcobacter nitrofigilis', 'prokelisia marginata']"
5550,spartium junceum,Higher Plants,['bruchidius villosus']
5551,sparus aurata,Fish,"['furnestinia echeneis', 'cryptosporidium molnari', 'enterovibrio nigricans', 'cardicola aurata', 'macvicaria maillardi', 'photobacterium damselae', 'sparicotyle chrysophryii', 'pycnadenoides senegalensis', 'bivagina pagrosomi', 'enteromyxum leei', 'viral hemorrhagic septicemia virus', 'gyrodactylus orecchiae', 'lymphocystis disease virus 1', 'anoplodiscus cirrusspiralis', 'ceratomyxa sparusaurati']"
5552,spathiphyllum patinii,Higher Plants,['basella rugose mosaic virus']
5553,spathodea campanulata,Higher Plants,['acetobacter tropicalis']
5554,spatholobus suberectus,Higher Plants,['actinocorallia spatholoba']
5555,spea bombifrons,Amphibian,['neodiplorchis scaphiopi']
5556,spectrunculus grandis,Fish,"['steringophorus margolisi', 'steringophorus haedrichi']"
5557,spermophilus beecheyi,Rodent,['bartonella washoensis']
5558,spermophilus columbianus,Rodent,"['bartonella washoensis', 'trypanosoma otospermophili']"
5559,spermophilus dauricus,Rodent,['bartonella washoensis']
5560,spermophilus parryii,Rodent,['ground squirrel hepatitis virus']
5561,spermophilus richardsonii,Rodent,"['bartonella washoensis', 'trypanosoma otospermophili']"
5562,spermophilus tridecemlineatus,Rodent,['bartonella washoensis']
5563,spermophilus undulatus,Rodent,"['tick-borne encephalitis virus', 'rabies virus']"
5564,sphaerium rivicola,Mollusca,"['cercariaeum crassum', 'bunodera luciopercae']"
5565,sphaerophysa salsula,Higher Plants,"['sinorhizobium meliloti', 'bacillus simplex', 'bacillus pumilus', 'rhizobium leguminosarum', 'lysinibacillus fusiformis', 'brevibacillus borstelensis', 'bacillus safensis', 'serratia plymuthica', 'rhizobium giardinii', 'streptomyces bottropensis', 'staphylococcus saprophyticus', 'nocardia uniformis', 'mesorhizobium mediterraneum', 'bacillus licheniformis', 'inquilinus ginsengisoli', 'bacillus thuringiensis', 'mycobacterium sacrum', 'sphingopyxis alaskensis', 'paenibacillus pabuli', 'paracoccus aminophilus', 'mesorhizobium gobiense', 'pseudomonas brassicacearum']"
5566,sphagneticola trilobata,Higher Plants,"['colletotrichum gloeosporioides', 'colletotrichum dematium', 'mycoleptodiscus indicus']"
5567,sphagnum fallax,Higher Plants,"['bacillus pumilus', 'burkholderia phenazinium', 'paenibacillus polymyxa', 'pseudomonas fluorescens', 'pseudomonas gingeri', 'staphylococcus croceolyticus', 'rahnella aquatilis', 'staphylococcus pasteuri', 'staphylococcus caprae', 'plantibacter agrosticola', 'burkholderia cepacia', 'serratia plymuthica', 'fulvimonas soli', 'erwinia persicina', 'erwinia rhapontici', 'yersinia kristensenii', 'dyella japonica', 'burkholderia andropogonis', 'staphylococcus epidermidis', 'pantoea agglomerans', 'arthrobacter koreensis', 'bacillus licheniformis', 'hafnia alvei', 'burkholderia glathei']"
5568,sphagnum girgensohnii,Higher Plants,['rhodotorula mucilaginosa']
5569,sphagnum magellanicum,Higher Plants,"['burkholderia cepacia', 'pseudomonas fragi', 'hafnia alvei', 'staphylococcus epidermidis', 'paenibacillus pabuli', 'bacillus licheniformis', 'moraxella osloensis', 'burkholderia phytofirmans', 'microbacterium phyllosphaerae', 'burkholderia xenovorans', 'staphylococcus croceolyticus', 'paenibacillus polymyxa', 'dyella japonica', 'micrococcus luteus', 'burkholderia glathei', 'burkholderia thailandensis', 'burkholderia multivorans', 'delftia acidovorans', 'streptomyces purpurascens', 'rahnella aquatilis', 'serratia liquefaciens', 'serratia fonticola', 'serratia grimesii', 'bacillus pumilus', 'burkholderia terricola', 'burkholderia sordidicola', 'pseudomonas tolaasii', 'serratia proteamaculans', 'rothia amarae', 'erwinia rhapontici', 'staphylococcus pasteuri', 'burkholderia phenazinium']"
5570,sphagnum palustre,Higher Plants,"['staphylococcus epidermidis', 'pseudomonas fluorescens', 'burkholderia phenazinium', 'serratia grimesii']"
5571,spheniscus demersus,Aves,['austrogoniodes demersus']
5572,spheniscus humboldti,Aves,"['dirofilaria immitis', 'austrogoniodes bifasciatus']"
5573,spheniscus magellanicus,Aves,"['austrogoniodes bifasciatus', 'plasmodium relictum', 'contracaecum pelagicum']"
5574,sphoeroides annulatus,Fish,"['vibrio diabolicus', 'vibrio campbellii', 'vibrio harveyi', 'vibrio fortis', 'neobenedenia melleni', 'kudoa dianae', 'vibrio alginolyticus', 'vibrio nereis']"
5575,sphyraena forsteri,Fish,['ceratomyxa koieae']
5576,sphyraena pinguis,Fish,['kudoa megacapsula']
5577,sphyrapicus varius,Aves,['congocoptes sphyrapicicola']
5578,sphyrna lewini,Fish,"['staphylorchis cymatodes', 'nesippus orientalis', 'nybelinia sphyrnae']"
5579,sphyrna mokarran,Fish,"['nesippus orientalis', 'otobothrium propecysticum', 'pseudogilquinia microbothria']"
5580,sphyrna zygaena,Fish,['nesippus orientalis']
5581,spicara smaris,Fish,['unicapsula pflugfelderi']
5582,spilopsyllus cuniculi,Arthropod,"['trypanosoma nabiasi', 'myxoma virus']"
5583,spinachia spinachia,Fish,"['gyrodactylus rarus', 'gyrodactylus arcuatus']"
5584,spinacia oleracea,Higher Plants,"['human adenovirus c', 'turnip yellows virus', 'lactococcus lactis', 'spinach latent virus', 'sowbane mosaic virus', 'tobacco rattle virus', 'human adenovirus f', 'pectobacterium carotovorum', 'beet necrotic yellow vein virus', 'cucumber mosaic virus', 'streptococcus thermophilus', 'bemisia tabaci', 'escherichia coli']"
5585,spinibarbus sinensis,Fish,['aspidogaster chongqingensis']
5586,spiraea chamaedryfolia,Higher Plants,['pristiphora angulata']
5587,spiranthes cernua,Higher Plants,['freesia mosaic virus']
5588,spiroplasma citri,Bacteria,"['spiroplasma phage 1-c74', 'spiroplasma phage 1-r8a2b']"
5589,spiroplasma melliferum,Bacteria,['spiroplasma phage 4']
5590,spodoptera exigua,Arthropod,"['nosema bombycis', 'metarhizium anisopliae']"
5591,spodoptera frugiperda,Arthropod,"['spodoptera frugiperda ascovirus 1a', 'bacillus thuringiensis']"
5592,spodoptera littoralis,Arthropod,"['chelonus inanitus', 'hyposoter didymator']"
5593,spodoptera litura,Arthropod,"['nosema spodopterae', 'cordyceps bassiana', 'metarhizium anisopliae', 'pseudomonas aeruginosa']"
5594,spondias dulcis,Higher Plants,['colletotrichum gloeosporioides']
5595,spondias mombin,Higher Plants,['anastrepha obliqua']
5596,spondyliosoma cantharus,Fish,['monorchis monorchis']
5597,spongia officinalis,Porifera,"['nocardiopsis lucentensis', 'nocardiopsis alba', 'brevibacterium aureum']"
5598,spongilla lacustris,Porifera,['unionicola crassipes']
5599,sprattus sprattus,Fish,['viral hemorrhagic septicemia virus']
5600,squalidus argentatus,Fish,['camallanus cotti']
5601,squaliobarbus curriculus,Fish,"['sinergasilus major', 'bothriocephalus acheilognathi', 'camallanus cotti']"
5602,squalius cephalus,Fish,"['pomphorhynchus laevis', 'clinostomum complanatum', 'aeromonas media', 'gyrodactylus vimbi', 'dactylogyrus folkmanovae', 'aeromonas veronii', 'dactylogyrus fallax', 'aeromonas sobria', 'dactylogyrus vistulae', 'dactylogyrus vranoviensis', 'dactylogyrus nanoides', 'dactylogyrus prostae', 'proteocephalus torulosus', 'gyrodactylus lomi', 'aeromonas hydrophila']"
5603,squalus acanthias,Fish,['gilquinia squali']
5604,squalus megalops,Fish,"['gilquinia robertsoni', 'chimaerarhynchus rougetae']"
5605,squalus mitsukurii,Fish,['calicotyle japonica']
5606,stachytarpheta jamaicensis,Higher Plants,['stachytarpheta leaf curl virus']
5607,stagnicola elodes,Mollusca,['echinostoma revolutum']
5608,stagnicola elrodi,Mollusca,['trichobilharzia szidati']
5609,stagnicola emarginata,Mollusca,['trichobilharzia stagnicolae']
5610,stagnicola palustris,Mollusca,['echinostoma revolutum']
5611,staphylococcus aureus,Bacteria,['staphylococcus phage 44ahjd']
5612,steatornis caripensis,Aves,['steatacarus bifiditibia']
