Cargo,Carrier_id
porphyrobacter donghaensis,[758]
porphyromonas asaccharolytica,"[1063, 2813]"
porphyromonas catoniae,[2813]
porphyromonas endodontalis,[2813]
porphyromonas gingivalis,"[2813, 4152]"
porphyromonas levii,[854]
porphyromonas macacae,[1063]
porphyromonas uenonis,[2813]
porrocaecum streperae,[1585]
possum adenovirus,[5971]
postlepidapedon uberis,[1341]
potamotrygonocotyle aramasae,[4262]
potamotrygonocotyle rarum,[4777]
potamotrygonocotyle rionegrense,"[4775, 4776]"
potaspora morhaphis,[4774]
potato aucuba mosaic virus,[5499]
potato black ringspot virus,[5499]
potato latent virus,[5499]
potato leafroll virus,"[5479, 5499]"
potato mop-top virus,"[3928, 5499]"
potato spindle tuber viroid,"[546, 1226, 1227, 1228, 1229, 3373, 3935, 4513, 5484, 5485, 5489, 5499, 5683]"
potato virus a,"[5479, 5499]"
potato virus m,"[5483, 5485, 5489, 5499]"
potato virus p,[5499]
potato virus s,[5499]
potato virus t,"[1306, 5499]"
potato virus v,[5499]
potato virus x,"[546, 3931, 4122, 4634, 5259, 5485, 5499]"
potato virus y,"[198, 251, 1078, 1079, 1816, 3066, 3932, 3935, 4514, 4634, 5479, 5485, 5488, 5490, 5491, 5499, 6147]"
potato yellow mosaic virus,"[1078, 3475, 5485]"
potato yellow vein virus,"[5492, 5499]"
poteriostomum imparidentatum,[2161]
poteriostomum ratzii,[2161]
powassan virus,"[1865, 2652, 2813, 2967, 2976]"
pratylenchus agilis,[6281]
pratylenchus brachyurus,"[547, 1490, 2599, 6281]"
pratylenchus brzeskii,[322]
pratylenchus coffeae,"[808, 1426, 1432, 1479, 1490, 1928, 2931, 3474, 4374, 4942, 6206]"
pratylenchus dunensis,"[322, 2088]"
pratylenchus goodeyi,[3752]
pratylenchus gutierrezi,[1479]
pratylenchus loosi,[82]
pratylenchus mediterraneus,[6010]
pratylenchus penetrans,"[322, 4829, 5499, 6281]"
pratylenchus pratensis,[322]
pratylenchus thornei,[1373]
pratylenchus zeae,[6281]
preptetos caballeroi,[3849]
preptetos laguncula,"[3846, 3848]"
preptetos trulla,[4023]
preussia africana,[4416]
preussia australis,[4416]
preussia minima,[4416]
prevotella amnii,[2813]
prevotella baroniae,[2813]
prevotella bergensis,[2813]
prevotella bivia,"[1072, 2813]"
prevotella brevis,[4152]
prevotella buccae,[2813]
prevotella buccalis,"[1072, 2813]"
prevotella copri,[2813]
prevotella corporis,[2813]
prevotella dentalis,[2813]
prevotella denticola,[2813]
prevotella disiens,[2813]
prevotella intermedia,[2813]
prevotella loescheii,[2813]
prevotella maculosa,[2813]
prevotella marshii,[2813]
prevotella melaninogenica,[2813]
prevotella micans,[2813]
prevotella multiformis,[2813]
prevotella multisaccharivorax,[2813]
prevotella nanceiensis,[2813]
prevotella nigrescens,[2813]
prevotella oralis,[2813]
prevotella oris,[2813]
prevotella oulorum,[2813]
prevotella pallens,[2813]
prevotella ruminicola,"[2813, 4152]"
prevotella salivae,[2813]
prevotella stercorea,[2813]
prevotella tannerae,[2813]
prevotella veroralis,[2813]
pricea multae,[5328]
primate t-lymphotropic virus 1,"[1202, 1203, 1206, 1207, 1212, 1215, 1216, 1329, 2813, 3292, 3393, 3396, 3398, 3399, 3400, 3472, 4200, 4229, 4230, 4231, 4232, 4535, 4537, 5734, 5851]"
primate t-lymphotropic virus 2,"[2813, 4199, 4231]"
primate t-lymphotropic virus 3,"[1202, 1204, 1207, 1213, 1215, 2813, 3292, 3472, 4200, 4229, 4230, 4231, 4232, 4233, 5851]"
priophorus pallipes,[775]
prismatospora evansi,[365]
pristicampus incisus,[1804]
pristionchus uniformis,[3178]
pristiphora abietina,[4522]
pristiphora alpestris,[775]
pristiphora angulata,[5586]
pristiphora biscalis,[4843]
pristiphora bufo,[3080]
pristiphora compressa,[4522]
pristiphora erichsonii,[3080]
pristiphora geniculata,[5533]
pristiphora maesta,[3458]
pristiphora nigriceps,[4522]
pristiphora pallida,[4522]
pristiphora retusa,[4837]
probolocoryphe uca,[1219]
probstmayria vivipara,[2161]
procamallanus fulvidraconis,[4322]
procamallanus laevionchus,[1443]
procamallanus sigani,[5426]
procecidochares atra,"[5509, 5512]"
prochloron didemni,[3256]
prochristianella clarkeae,[1808]
prochristianella macracantha,[5774]
proctoeces maculatus,[567]
proctophyllodes ateri,[4359]
proctophyllodes canadensis,[5470]
proctophyllodes cetti,[1230]
proctophyllodes ciae,"[2094, 2096]"
proctophyllodes clavatus,"[5729, 5730]"
proctophyllodes detruncatus,[1552]
proctophyllodes dolephyes,[4496]
proctophyllodes egglestoni,[186]
proctophyllodes glandarinus,[842]
proctophyllodes megaphyllus,[4823]
proctophyllodes neopinnatus,[3319]
proctophyllodes pinnatus,[1115]
proctophyllodes polyxenus,[6301]
proctophyllodes reguli,[5070]
proctophyllodes schoenicli,[2098]
proctophyllodes scolopacinus,[5321]
proctophyllodes spini,"[1117, 1118, 1119]"
proctophyllodes stylifer,"[1721, 4272, 4273, 4706]"
proctophyllodes sylviae,[5728]
proctophyllodes troncatus,[4279]
proctophyllodes vegetans,[1133]
prodistomum keyam,[3714]
prodistomum priedei,[2133]
prodoxus sordidus,[6265]
prodoxus weethumpi,[6265]
proechinophthirus fluctus,[1031]
proemotobothrium linstowi,[5141]
proenenterum ericotylum,[500]
proenenterum isocotylum,[500]
profenusa thomsoni,[775]
profilicollis altmani,"[3100, 3549]"
profilicollis botulus,[5521]
progamotaenia diaphana,[3105]
progamotaenia effigia,[3428]
progamotaenia ewersi,"[3425, 3429]"
progamotaenia festiva,"[3056, 3425, 3426, 3429, 3430, 3432, 3433, 3435, 4068, 6213]"
progamotaenia macropodis,[6213]
prokelisia marginata,[5549]
propionibacterium acidifaciens,[2813]
propionibacterium acidipropionici,[2813]
propionibacterium acnes,"[854, 1063, 2063, 2161, 2813, 4152, 5719, 5720]"
propionibacterium australiense,[854]
propionibacterium avidum,[2813]
propionibacterium granulosum,[2813]
propionibacterium propionicum,[2813]
prosobothrium armigerum,[4790]
prosogonotrema bilabiatum,[993]
prosorhynchoides gracilescens,[3291]
prosorhynchus freitasi,[4676]
prosorhynchus longisaccatus,[2138]
prosorhynchus maternus,[2143]
prosorhynchus serrani,[6134]
prosotocus confusus,[5034]
prospect hill virus,[3664]
prosthenhystera obesa,"[660, 2895]"
prosthodendrium longiforme,[3805]
prosthodendrium molenkampi,[2813]
prosthodendrium parvouterus,[3688]
prosthogonimus cuneatus,[5700]
prosthogonimus ovatus,[4521]
protaplonyx sarcobati,[5263]
protaspis grandis,[2811]
proteocephalus ambloplitis,"[319, 2895, 3174]"
proteocephalus chamelensis,[2585]
proteocephalus filicollis,[2507]
proteocephalus hemioliopteri,[4479]
proteocephalus macrocephalus,[408]
proteocephalus midoriensis,[3137]
proteocephalus percae,[4353]
proteocephalus perplexus,[319]
proteocephalus pirarara,[4479]
proteocephalus plecoglossi,[4670]
proteocephalus tetrastomus,[2879]
proteocephalus torulosus,[5602]
proteus mirabilis,"[244, 498, 843, 854, 1062, 1063, 2161, 2326, 2497, 2813, 3082, 3749, 3757, 4152, 5061, 5340, 5485, 5719, 5720]"
proteus penneri,"[370, 498, 3749, 3757, 4094, 5719]"
proteus vulgaris,"[854, 1683, 2326, 2703, 2813, 4152, 4463, 5052, 5268, 5443, 5719, 5938]"
protofasciola robusta,[3322]
protogyrodactylus amacleithrium,[5811]
protogyrodactylus johnstonettiegsi,[5811]
protomagalhaensia granulosae,[794]
protomagalhaensia wolfi,[3860]
protoopalina intestinalis,[815]
protoopalina japonica,[5038]
protopolystoma occidentalis,[6237]
protopolystoma orientalis,[6237]
protopolystoma simplicis,"[6238, 6239]"
protopolystoma xenopodis,[6236]
protostrongylus rufescens,"[1072, 4152]"
prototheca blaschkeae,[854]
prototheca wickerhamii,[2813]
prototheca zopfii,"[854, 2813]"
prototransversotrema steeri,[67]
protozoophaga obesa,[2843]
protyora sterculiae,[876]
providencia alcalifaciens,"[495, 1683, 2005, 2135, 2813, 3757, 4694, 5720, 5856]"
providencia burhodogranariea,"[3269, 3757]"
providencia rettgeri,"[1683, 2494, 2813, 3757, 4755, 5719, 6206]"
providencia rustigianii,[4634]
providencia stuartii,"[2813, 3183, 3757, 6224]"
providencia vermicola,[4124]
provitellus turrum,[4858]
prune dwarf virus,"[4826, 4827, 4829, 4830, 4831, 4838, 4844]"
prunus necrotic ringspot virus,"[1660, 4826, 4827, 4829, 4830, 4831, 4838]"
psacothea hilaris,[2347]
pseudalius inflexus,[4454]
pseudallescheria angusta,[2813]
pseudallescheria boydii,"[854, 1063, 2161, 2813, 4416, 5719]"
pseudallescheria ellipsoidea,[2813]
pseudallescheria minutispora,[2813]
pseudamphistomum truncatum,"[3358, 3899, 5186]"
pseudanthobothrium hanseni,[310]
pseudanthobothrium purtoni,"[3215, 3217]"
pseudasphondylia matatabi,[127]
pseudasphondylia neolitseae,[3880]
pseudaulacaspis cockerelli,[2035]
pseudaulacaspis pentagona,[1050]
pseudavenzoaria indica,[6000]
pseudavenzoaria ochropodis,[5999]
pseudaxine trachuri,"[5905, 5907]"
pseudergasilus parasiluri,[4322]
pseudidiogenes nana,[4146]
pseudidiomarina homiensis,[5863]
pseudoalteromonas atlantica,[1590]
pseudoalteromonas citrea,[3830]
pseudoalteromonas flavipulchra,[3830]
pseudoalteromonas haloplanktis,[4765]
pseudoalteromonas luteoviolacea,[61]
pseudoalteromonas maricaloris,[3116]
pseudoalteromonas marina,[2670]
pseudoalteromonas prydzensis,[3830]
pseudoalteromonas rubra,[1530]
pseudoalteromonas ruthenica,[5863]
pseudoalteromonas spongiae,"[3352, 3775]"
pseudoalteromonas tetraodonis,[526]
pseudoalteromonas tunicata,"[6056, 6060]"
pseudobotrialepis globosoides,"[5534, 5537]"
pseudobutyrivibrio ruminis,"[3059, 5048]"
pseudobutyrivibrio xylanivorans,"[854, 4152]"
pseudochrobactrum saccharolyticum,"[1777, 5856]"
pseudoclavibacter helvolus,[1316]
pseudococcus baliteus,[2031]
pseudococcus comstocki,"[4830, 4977, 6206]"
pseudococcus longispinus,[5359]
pseudococcus maritimus,[6206]
pseudococcus viburni,[6206]
pseudocohnilembus hargisi,[4248]
pseudocohnilembus longisetus,[5352]
pseudocohnilembus persalinus,[4248]
pseudocorynosoma anatarium,[919]
pseudocorynosoma constrictum,[352]
pseudocowpox virus,"[854, 1052, 2813, 5048]"
pseudodactylogyroides apogonis,[525]
pseudodactylogyrus anguillae,[408]
pseudodactylogyrus bini,"[408, 410]"
pseudodactylogyrus haze,[65]
pseudodiplorchis americanus,[5287]
pseudogilquinia microbothria,[5579]
pseudogilquinia pillersi,[3206]
pseudohaliotrema sphincteroporus,[5425]
pseudolacistorhynchus heroniensis,[4676]
pseudoleptobothrium aptychotremae,"[532, 6017]"
pseudoloma neurophilia,[1796]
pseudomegasolena ishigakiense,[5294]
pseudomenopon carrikeri,[2706]
pseudomenopon rostratulae,[5163]
pseudomonas aeruginosa,"[103, 260, 547, 763, 854, 893, 1063, 1072, 1078, 1081, 1123, 1274, 1355, 1373, 1412, 1513, 1514, 1683, 1717, 1767, 1885, 2161, 2209, 2210, 2256, 2301, 2497, 2557, 2570, 2599, 2703, 2813, 2888, 3028, 3078, 3178, 3223, 3329, 3459, 3474, 3681, 3733, 3752, 3757, 3930, 3935, 4058, 4123, 4124, 4130, 4142, 4152, 4202, 4267, 4420, 4424, 4438, 4619, 4634, 4709, 4782, 5143, 5395, 5423, 5485, 5488, 5499, 5507, 5593, 5705, 5719, 5720, 6010, 6165, 6275, 6281, 6292]"
pseudomonas agarici,[179]
pseudomonas alcaligenes,"[698, 1078, 2813, 4094, 5798]"
pseudomonas alcaliphila,"[1453, 2570]"
pseudomonas amygdali,"[169, 170, 1196, 1412, 1660, 1852, 2179, 3725, 3730, 3935, 4473, 4830, 5395]"
pseudomonas anguilliseptica,"[446, 2813, 4094]"
pseudomonas argentinensis,[4755]
pseudomonas avellanae,[1560]
pseudomonas azotoformans,[3935]
pseudomonas brassicacearum,"[891, 3927, 4186, 5249, 5565]"
pseudomonas brenneri,"[758, 3148, 5412]"
pseudomonas cannabina,[1067]
pseudomonas cedrina,"[4699, 6010, 6206]"
pseudomonas chlororaphis,"[446, 843, 2570, 3269, 4186, 4353, 4634, 5194, 5485, 5526, 5842]"
pseudomonas cichorii,[1379]
pseudomonas coronafaciens,"[246, 697, 1479, 3281, 4130, 6295]"
pseudomonas corrugata,[3757]
pseudomonas costantinii,[2616]
pseudomonas cuatrocienegasensis,[1683]
pseudomonas entomophila,[4686]
pseudomonas extremaustralis,"[446, 891]"
pseudomonas ficuserectae,[1683]
pseudomonas filiscindens,[891]
pseudomonas fluorescens,"[2, 179, 370, 446, 547, 758, 770, 843, 891, 892, 893, 938, 939, 983, 995, 1078, 1379, 1380, 1531, 1660, 2275, 2599, 2813, 2848, 3034, 3035, 3046, 3148, 3153, 3336, 3443, 3560, 3635, 3735, 3927, 3935, 4130, 4634, 4686, 4975, 5412, 5485, 5499, 5567, 5570, 5842, 6010, 6183, 6243, 6281]"
pseudomonas fragi,"[4058, 5237, 5332, 5412, 5499, 5569, 6243]"
pseudomonas frederiksbergensis,[5249]
pseudomonas fulva,"[498, 770, 6292]"
pseudomonas fuscovaginae,[4130]
pseudomonas geniculata,"[1453, 4755, 4817]"
pseudomonas gingeri,"[179, 5567]"
pseudomonas graminis,"[758, 1777, 2570, 2693]"
pseudomonas grimontii,[4406]
pseudomonas indoloxydans,[4755]
pseudomonas jessenii,[5798]
pseudomonas lundensis,[5412]
pseudomonas lutea,"[277, 4831]"
pseudomonas luteola,"[3765, 3766]"
pseudomonas mandelii,"[4634, 4686]"
pseudomonas marginalis,"[169, 446, 4202]"
pseudomonas marincola,[1316]
pseudomonas mediterranea,[3935]
pseudomonas mendocina,"[440, 446, 3757, 6281]"
pseudomonas meridiana,"[446, 2813]"
pseudomonas migulae,[4480]
pseudomonas monteilii,"[713, 1317, 1373, 2813, 4094, 4674, 6281]"
pseudomonas mosselii,"[908, 2813, 3752, 4094, 4130]"
pseudomonas mucidolens,[4686]
pseudomonas oleovorans,"[4692, 5974]"
pseudomonas oryzihabitans,"[763, 2813, 5490, 5707]"
pseudomonas otitidis,"[260, 446, 2813]"
pseudomonas pelagia,[4755]
pseudomonas phage 119x,[4863]
pseudomonas phage el,[4863]
pseudomonas phage f116,[4863]
pseudomonas phage lka1,[4863]
pseudomonas phage luz24,[4863]
pseudomonas phage pap3,[4863]
pseudomonas phage pf1,[4863]
pseudomonas phage pf3,[4863]
pseudomonas phage phi6,[4865]
pseudomonas phage phikz,[4863]
pseudomonas plecoglossicida,"[763, 770, 3078, 4130, 4463, 4670]"
pseudomonas poae,"[5412, 5798, 6184]"
pseudomonas pseudoalcaligenes,"[2813, 3757, 5013]"
pseudomonas psychrotolerans,[3935]
pseudomonas putida,"[64, 251, 547, 697, 723, 763, 770, 995, 1123, 1317, 1379, 1736, 2064, 2556, 2813, 2865, 3078, 3282, 3379, 3469, 3927, 4038, 4130, 4182, 4186, 4210, 4600, 4619, 4634, 4686, 4767, 4819, 5194, 5485, 5499, 5522, 5542, 5707, 5842, 5856, 6010, 6063, 6206, 6281, 6308]"
pseudomonas reactans,"[179, 5194]"
pseudomonas reinekei,[1776]
pseudomonas resinovorans,"[2642, 4186]"
pseudomonas rhizosphaerae,"[3935, 4831, 6188]"
pseudomonas salomonii,[3935]
pseudomonas savastanoi,"[1560, 2570, 3470, 3913, 4420]"
pseudomonas stutzeri,"[475, 763, 1336, 1373, 1574, 1592, 1683, 1717, 2045, 2605, 2703, 2813, 2819, 2865, 2874, 3078, 3752, 4130, 4694, 4755, 5264, 5488, 5542, 5652, 5701, 5856, 5876, 6010, 6011, 6062, 6281]"
pseudomonas synxantha,"[893, 2813, 4634, 4686]"
pseudomonas syringae,"[125, 126, 770, 1050, 1402, 1432, 1544, 1560, 2038, 2347, 2570, 2693, 2819, 3118, 3458, 4420, 4634, 4686, 4827, 4838, 5482, 5485, 5542, 5758, 6010, 6206]"
pseudomonas thivervalensis,"[3927, 4186, 5249]"
pseudomonas tolaasii,"[179, 2430, 3153, 4684, 4686, 5569]"
pseudomonas tremae,[5931]
pseudomonas trivialis,"[770, 1768, 4831]"
pseudomonas vancouverensis,[4701]
pseudomonas veronii,[446]
pseudomonas viridiflava,"[499, 1659, 1750, 4634, 4831, 5485, 5488]"
pseudomonas xanthomarina,"[2678, 4755]"
pseudomonas xinjiangensis,[4755]
pseudonirmus gurlti,[1802]
pseudonitzschia uku,[527]
pseudonocardia carboxydivorans,[5911]
pseudonocardia halophobica,[538]
pseudonocardia spinosispora,[5911]
pseudonosema cristatellae,[1611]
pseudopauesia prunicola,[3834]
pseudoperkinsus tapetis,"[1590, 3009, 3187, 3975, 4417, 5176]"
pseudophilopterus hirsutus,[1649]
pseudopolystoma dendriticum,[4067]
pseudopycnadena fishtali,[1948]
pseudopycnadena tendu,[4857]
pseudoramibacter alactolyticus,[2813]
pseudosonsinotrema chabaudi,[5046]
pseudoterranova azarasi,"[2245, 2475]"
pseudoterranova bulbosa,[2177]
pseudoterranova cattani,[4144]
pseudoterranova decipiens,"[1233, 1773, 2118, 2245, 2660, 2813, 3289, 3694, 4134, 4453, 6278]"
pseudoterranova krabbei,[2660]
pseudotobothrium arii,[3065]
pseudotobothrium dipsacum,[1341]
pseudotrichonympha grassii,[1524]
pseudovibrio denitrificans,"[332, 1033, 3776]"
pseudoxanthomonas daejeonensis,[446]
pseudoxanthomonas icgebensis,[446]
pseudoxanthomonas koreensis,[1777]
pseudoxenos iwatai,[464]
pseudozobellia thermophila,[6058]
pseudozyma antarctica,[3049]
pseudozyma hubeiensis,"[1045, 3049]"
pseudozyma prolifica,[2703]
psilochasmus oxyurus,[359]
psittacid herpesvirus 1,"[286, 288, 292, 426, 555, 558, 2439, 4608, 4887, 4971, 5959]"
psittacus erithacus timneh papillomavirus,[4888]
psoroptes cervinus,"[854, 1223]"
psoroptes cuniculi,"[1072, 4124]"
psoroptes ovis,"[854, 1072, 4152]"
psorospermium haeckeli,"[640, 4797]"
psychrobacter alimentarius,"[547, 4687]"
psychrobacter aquimaris,[6066]
psychrobacter arcticus,[501]
psychrobacter celer,"[501, 5779, 6066]"
psychrobacter cibarius,[2813]
psychrobacter faecalis,[2813]
psychrobacter glacincola,"[526, 1316]"
psychrobacter maritimus,[3352]
psychrobacter nivimaris,"[1316, 2813, 6066]"
psychrobacter psychrophilus,[5780]
psychrobacter pulmonis,"[2813, 4152, 4755, 6066]"
psychrobacter sanguinis,[2813]
psychromonas arctica,[6066]
psychroserpens mesophilus,[6063]
pterobothrium lintoni,[1341]
pterochloroides persicae,[4831]
pterolichus obtusus,[2497]
pteronyssoides piscinotus,[4706]
pteronyssoides striatus,[2457]
pterophthirus imitans,[1166]
pthirus gorillae,[2594]
pthirus pubis,[2813]
ptychobothrium belones,[5691]
ptychopera westbladi,[2811]
pulex irritans,"[1062, 1063, 2326, 2813]"
puma lentivirus,[4955]
puto albicans,[575]
puumala virus,"[510, 2129, 2813, 3601, 3789, 3790, 3792]"
pycnadenoides senegalensis,[5551]
pycnidiophora dispersa,[2592]
pycnoporus heteroporus,[4623]
pygidiopsis summa,[2813]
pyragraphorus hollisae,[5902]
pyramidobacter piscolens,[2813]
pyrenochaeta cava,"[258, 1142, 1851, 4771, 4985]"
pyrenochaeta mackinnonii,"[2628, 2813]"
pyrenochaeta romeroi,"[421, 2813, 2819, 3474]"
pyrenochaeta unguis-hominis,[2813]
pyrenochaetopsis decipiens,[2555]
pyrenochaetopsis leptospora,[4152]
pyrgopsella youngi,[5739]
pyrobaculum spherical virus,[5849]
pyronema domesticum,"[1062, 1063]"
pyrrhalta viburni,[6158]
pythium aphanidermatum,[2813]
pythium destruens,[2161]
pythium flevoense,[4670]
pythium insidiosum,"[854, 1062, 1063, 2161, 2326, 2813, 5932]"
pyxinia crystalligera,[1867]
quadraceps alcae,"[223, 1192]"
quadraceps helgovauki,[2450]
quadraceps klatti,[240]
quadraceps punctatus,"[3088, 3090]"
quadraceps quadrisetaceus,[5163]
quadraceps sellatus,[5658]
quadraceps zephyra,[5068]
quadrastichodella nova,[2217]
quadriacanthus kobiensis,[1445]
quambalaria cyanescens,"[774, 1563, 1565, 2222, 4121, 4990]"
quaranfil virus,[584]
rabbit fibroma virus,[4124]
rabbit hemorrhagic disease virus,"[521, 3751, 4124]"
rabbit picobirnavirus,[4124]
rabies virus,"[480, 615, 617, 618, 619, 670, 751, 853, 854, 912, 1026, 1051, 1052, 1061, 1062, 1063, 1064, 1065, 1072, 1169, 1224, 1364, 1437, 1509, 1567, 1620, 1751, 1760, 1876, 1944, 2033, 2149, 2150, 2151, 2152, 2153, 2158, 2161, 2230, 2246, 2247, 2248, 2249, 2326, 2327, 2328, 2489, 2490, 2517, 2566, 2801, 2813, 2891, 3059, 3104, 3106, 3107, 3108, 3109, 3110, 3111, 3112, 3370, 3383, 3385, 3487, 3556, 3573, 3591, 3592, 3701, 3702, 3703, 3749, 3765, 3766, 3797, 3798, 3802, 3803, 3805, 3806, 3807, 3808, 3809, 3813, 3815, 3817, 3818, 3819, 3978, 3981, 3983, 3984, 4147, 4148, 4152, 4220, 4245, 4256, 4300, 4625, 4671, 4780, 4803, 4822, 5048, 5563, 5716, 5719, 5720, 5768, 5922, 6082, 6110, 6209, 6210, 6211, 6212]"
raccoonpox virus,[4803]
radish leaf curl virus,"[2, 1078, 3935]"
radish mosaic virus,[5052]
radish yellow edge virus,[5052]
radopholus arabocoffeae,"[1479, 1480]"
radopholus duriophilus,[1480]
radopholus similis,"[472, 2147, 3752, 4206, 4619, 6292]"
raffaelea ambrosiae,[4666]
raffaelea arxii,[6253]
raffaelea ellipticospora,[6251]
raffaelea fusca,[6251]
raffaelea lauricola,[6251]
raffaelea montetyi,"[4666, 6252]"
raffaelea quercivora,[4667]
raffaelea sulphurea,[6249]
ragaia lizae,[3273]
rahnella aquatilis,"[278, 698, 939, 1641, 1842, 1844, 2120, 3520, 4755, 5186, 5194, 5238, 5567, 5569, 5798, 5856, 5894, 6165, 6206]"
raillietina australis,[1994]
raillietina beveridgei,[1994]
raillietina chiltoni,[1994]
raillietina dromaius,[1994]
raillietina micracantha,[1495]
raillietina mitchelli,[1994]
raillietina sonini,[1834]
raillietina tunetensis,[3192]
rallicola columbiana,[1832]
rallicola fuliginosa,[1831]
ralstonia mannitolilytica,[1123]
ralstonia pickettii,"[763, 1081, 2813, 4208, 4755, 4795, 5056, 5485, 6079]"
ralstonia solanacearum,"[180, 547, 808, 1066, 1078, 1081, 1355, 1405, 2077, 2930, 2931, 3003, 3543, 3615, 3707, 3730, 3752, 3754, 3935, 4038, 4712, 4768, 5395, 5462, 5483, 5485, 5488, 5490, 5492, 5499, 5804, 6292]"
ranid herpesvirus 1,[5039]
ranid herpesvirus 2,[5039]
ranunculus latent virus,[1750]
ranunculus mild mosaic virus,"[402, 5049]"
raoiella indica,[1466]
raoultella ornithinolytica,"[594, 1653, 3614, 3829, 3927, 6206]"
raoultella planticola,"[594, 939, 1062, 1063]"
raoultella terrigena,"[758, 1062, 1063, 2161, 6281]"
raphidascaris acus,[2204]
raphidascaris gigi,[2879]
raptor adenovirus a,[4236]
raspberry bushy dwarf virus,"[2451, 5171, 6206]"
raspberry ringspot virus,[6206]
ratzeburgiola incompleta,[1573]
rauschiella tineri,[3180]
red clover mottle virus,[6165]
red clover vein mosaic virus,[1373]
redspotted grouper nervous necrosis virus,"[1896, 2134, 2144, 3116, 3272, 3418, 4094, 4248, 5900, 5902]"
rehmannia mosaic virus,"[1078, 5071]"
reighardia sternae,[3101]
renibacterium salmoninarum,"[4055, 4056, 4058, 5237, 5245, 5868]"
renifer kansensis,[2021]
reptalus cuspidata,[613]
reptilian orthoreovirus,"[668, 806, 810, 1630, 2897, 3724, 4222, 5820]"
resseliella odai,[1642]
resseliella soya,[2570]
resseliella theobaldi,[5171]
resseliella yagoi,[4977]
reston ebolavirus,[5719]
reticuloendotheliosis virus,"[359, 2497, 3555, 6046]"
retrovarium amplorificium,[5738]
retrovarium brooksi,[3346]
retrovarium exiguiformosum,[5738]
retrovarium formosum,[5738]
retrovarium gardneri,[3355]
retrovarium manteri,[3344]
retrovarium mariae,[1889]
retrovarium planum,[5738]
retrovarium sablae,[527]
retrovarium snyderi,[5738]
retrovarium valdeparvum,[5738]
rhabdias bakeri,"[5039, 5044]"
rhabdias mariauxi,[5149]
rhabdias okuensis,[6005]
rhabdias pseudosphaerocephala,[928]
rhabdias ranae,[5039]
rhabdias rhampholeonis,[5149]
rhabdias sphaerocephala,[926]
rhabdiopoeus taylori,[2028]
rhabditis rainai,[476]
rhabdochona congolensis,[1446]
rhesus monkey papillomavirus 1,[3396]
rhinebothrium kinabatanganensis,[2777]
rhinebothrium maccallumi,[1805]
rhinebothrium megacanthophallus,[2777]
rhinebothrium shipleyi,[3898]
rhinocladiella aquaspersa,[2813]
rhinocladiella basitona,[2813]
rhinocladiella mackenziei,[2813]
rhinonyssus echinipes,"[1288, 4696]"
rhinonyssus neglectus,[1005]
rhinonyssus tringae,[6001]
rhinonyssus vanellus,[6124]
rhinoptericola megacantha,[5099]
rhinosporidium seeberi,"[1063, 2161, 2813]"
rhipicephalus annulatus,"[854, 4025]"
rhipicephalus appendiculatus,[854]
rhipicephalus bursa,[2813]
rhipicephalus decoloratus,[854]
rhipicephalus evertsi,[854]
rhipicephalus kochi,[3896]
rhipicephalus kohlsi,[4152]
rhipicephalus leporis,[6212]
rhipicephalus microplus,"[854, 4025]"
rhipicephalus pravus,[854]
rhipicephalus pulchellus,[854]
rhipicephalus pumilio,"[1062, 1063]"
rhipicephalus pusillus,[2741]
rhipicephalus sanguineus,"[854, 1062, 1063, 1072, 2813, 3765, 4152, 6212]"
rhipicephalus simus,"[1062, 1063]"
rhipicephalus turanicus,"[1072, 2161, 2813, 4152]"
rhipidocotyle galeata,[2302]
rhipiphorothrips cruentatus,[3474]
rhipiphorothrips pulchellus,[3474]
rhizobium alamii,"[546, 1777, 2571, 3511]"
rhizobium alkalisoli,[6165]
rhizobium cellulosilyticum,"[2813, 3511, 4165]"
rhizobium endophyticum,[4420]
rhizobium etli,"[2570, 3210, 3282, 3423, 3674, 4420, 4878, 5397, 6165, 6170]"
rhizobium fabae,"[6165, 6182]"
rhizobium galegae,"[2487, 2488, 2571, 3423]"
rhizobium gallicum,"[655, 1084, 1087, 1089, 3282, 3511, 4062, 4063, 4165, 4418, 4420, 5532, 6171]"
rhizobium giardinii,"[652, 1089, 3305, 4165, 4420, 4634, 4812, 5526, 5565]"
rhizobium hainanense,[1777]
rhizobium huautlense,"[3210, 5397, 5399, 5798]"
rhizobium indigoferae,[5526]
rhizobium leguminosarum,"[547, 651, 652, 653, 1089, 1127, 1452, 1625, 1776, 2570, 2571, 3030, 3119, 3120, 3121, 3125, 3126, 3128, 3152, 3305, 3341, 3443, 3511, 3560, 3561, 3681, 4066, 4165, 4418, 4420, 4634, 5154, 5356, 5527, 5529, 5548, 5565, 5977, 5978, 5979, 5980, 5981, 5983, 5985, 5986, 5987, 5988, 5990, 6010, 6161, 6162, 6163, 6164, 6165, 6166, 6167, 6170, 6171, 6172, 6173, 6174, 6175, 6281]"
rhizobium loessense,"[648, 652, 653]"
rhizobium lusitanum,"[1777, 2571, 4420]"
rhizobium mesosinicum,"[218, 1790, 3025, 4130]"
rhizobium miluonense,"[1777, 3199]"
rhizobium mongolense,"[652, 1089, 3148, 3511, 3519, 6160]"
rhizobium multihospitium,"[1777, 2570, 3030]"
rhizobium oryzae,[4127]
rhizobium phaseoli,"[3120, 4420]"
rhizobium pisi,"[1777, 4634]"
rhizobium sullae,"[1089, 2570, 2696, 4130]"
